time, data
100.643, 0.242306
100.66, 0.242306
100.66, 0.242306
100.677, 0.242306
100.694, 0.242306
100.694, 0.242306
100.711, 0.242306
100.728, 0.242306
100.728, 0.242306
100.745, 0.242306
100.745, 0.242306
100.762, 0.242306
100.779, 0.242306
100.779, 0.242306
100.796, 0.242306
100.813, 0.242306
100.813, 0.242306
100.83, 0.242306
100.847, 0.242306
100.847, 0.242306
100.864, 0.242306
100.881, 0.242306
100.881, 0.242306
100.898, 0.242306
100.915, 0.242306
100.915, 0.242306
100.932, 0.242306
100.949, 0.242306
100.949, 0.242306
100.966, 0.242306
100.966, 0.242306
100.981, 0.242306
100.998, 0.242306
100.998, 0.242306
101.015, 0.242306
101.032, 0.242306
101.032, 0.242306
101.049, 0.242306
101.066, 0.242306
101.066, 0.242306
101.082, 0.242306
101.099, 0.242306
101.099, 0.242306
101.116, 0.242306
101.133, 0.242306
101.133, 0.242306
101.15, 0.242306
101.167, 0.242306
101.167, 0.242306
101.184, 0.242306
101.201, 0.242306
101.201, 0.242306
101.218, 0.242306
101.218, 0.242306
101.235, 0.242306
101.252, 0.242306
101.252, 0.242306
101.269, 0.242306
101.286, 0.242306
101.286, 0.242306
101.303, 0.242306
101.32, 0.242306
101.32, 0.242306
101.337, 0.242306
101.354, 0.242306
101.354, 0.242306
101.371, 0.242306
101.388, 0.242306
101.388, 0.242306
101.405, 0.242306
101.422, 0.242306
101.422, 0.242306
101.439, 0.242306
101.456, 0.242306
101.456, 0.242306
101.473, 0.242306
101.473, 0.242306
101.49, 0.242306
101.507, 0.242306
101.507, 0.242306
101.523, 0.242306
101.539, 0.242306
101.539, 0.242306
101.556, 0.242306
101.573, 0.242306
101.573, 0.242306
101.59, 0.242306
101.607, 0.242306
101.607, 0.242306
101.624, 0.242306
101.641, 0.242306
101.641, 0.242306
101.658, 0.242306
101.675, 0.242306
101.675, 0.242306
101.692, 0.242306
101.709, 0.242306
101.709, 0.242306
101.726, 0.242306
101.743, 0.242306
101.743, 0.242306
101.76, 0.242306
101.777, 0.242306
101.777, 0.242306
101.794, 0.242306
101.794, 0.242306
101.811, 0.242306
101.828, 0.242306
101.828, 0.242306
101.845, 0.242306
101.862, 0.242306
101.862, 0.242306
101.879, 0.242306
101.896, 0.242306
101.896, 0.242306
101.913, 0.242306
101.93, 0.242306
101.93, 0.242306
101.947, 0.242306
